user_id,group,device,age,country,sessions,session_duration,pages_viewed,add_to_cart,purchased,revenue,satisfaction,signup_date
101374,Control,Mobile,35,Bangladesh,3,9.57,6,0,0,0.0,4.2,2026-02-24
101375,Control,Mobile,24,Bangladesh,3,13.13,5,0,0,0.0,3.3,2026-05-01
101376,Treatment,Desktop,27,India,5,3.01,14,0,1,39.95,2.8,2026-07-17
101377,Control,Mobile,27,Bangladesh,8,12.84,20,0,0,0.0,3.2,2026-02-11
101378,Treatment,Desktop,32,India,11,5.97,27,1,0,0.0,3.8,2026-08-27
101379,Control,Desktop,28,Canada,6,15.89,15,1,1,45.99,4.6,2026-01-23
101380,Treatment,Tablet,33,Bangladesh,8,14.53,15,1,0,0.0,2.6,2026-05-02
101381,Control,Mobile,35,Bangladesh,5,3.54,12,1,0,0.0,4.1,2026-08-31
101382,Control,Desktop,42,Bangladesh,4,9.56,4,1,1,27.27,3.9,2026-07-19
101383,Treatment,Mobile,36,Bangladesh,4,2.72,7,0,0,0.0,2.8,2026-02-14
101384,Control,Mobile,25,Bangladesh,4,2.41,15,0,0,0.0,3.8,2026-02-07
101385,Treatment,Mobile,50,India,6,5.61,21,0,0,0.0,2.6,2026-08-22
101386,Control,Mobile,25,Canada,5,8.6,12,1,0,0.0,3.1,2026-01-11
101387,Treatment,Desktop,28,Bangladesh,7,4.26,16,0,0,0.0,3.6,2026-04-01
101388,Control,Mobile,36,Bangladesh,3,6.97,7,0,1,52.06,3.1,2026-08-03
101389,Treatment,Mobile,57,USA,4,2.17,8,0,0,0.0,2.6,2026-07-13
101390,Control,Mobile,35,Bangladesh,8,8.14,13,0,0,0.0,3.0,2026-08-29
101391,Control,Desktop,25,Bangladesh,3,6.07,5,0,1,69.72,4.3,2026-04-17
101392,Control,Mobile,18,India,6,5.0,11,1,0,0.0,3.3,2026-08-09
101393,Control,Desktop,18,Bangladesh,7,3.93,14,1,0,0.0,2.3,2026-06-13
101394,Treatment,Desktop,31,USA,2,6.23,5,0,0,0.0,3.5,2026-05-19
101395,Control,Desktop,36,Bangladesh,8,3.67,23,0,1,18.54,3.0,2026-07-30
101396,Treatment,Mobile,18,India,5,4.25,12,0,0,0.0,3.5,2026-08-16
101397,Control,Desktop,33,USA,3,5.09,7,0,0,0.0,2.5,2026-02-10
101398,Control,Mobile,19,Bangladesh,6,10.71,14,1,1,101.71,3.9,2026-06-19
101399,Treatment,Desktop,23,Bangladesh,5,3.11,7,1,0,0.0,3.5,2026-04-13
101400,Treatment,Desktop,37,Bangladesh,3,11.51,11,0,0,0.0,3.4,2026-01-14
101401,Control,Mobile,24,UK,4,14.59,13,0,0,0.0,3.0,2026-06-23
101402,Control,Desktop,43,USA,4,11.24,8,0,0,0.0,3.6,2026-08-05
101403,Control,Mobile,26,Bangladesh,8,4.65,17,0,0,0.0,4.4,2026-04-01
101404,Treatment,Mobile,41,USA,5,11.38,10,0,1,61.84,2.5,2026-04-23
101405,Treatment,Mobile,51,USA,8,3.55,18,1,1,87.3,4.2,2026-05-02
101406,Control,Tablet,24,Canada,3,9.59,7,0,0,0.0,2.6,2026-04-06
101407,Treatment,Desktop,53,Bangladesh,2,8.28,4,1,1,42.06,3.8,2026-02-26
101408,Treatment,Desktop,31,UK,5,5.0,10,0,0,0.0,3.2,2026-02-11
101409,Treatment,Tablet,25,Bangladesh,5,4.78,12,0,0,0.0,2.1,2026-07-21
101410,Treatment,Mobile,28,UK,6,8.57,11,0,0,0.0,3.4,2026-03-14
101411,Control,Desktop,27,Bangladesh,7,7.0,18,0,1,65.35,4.0,2026-01-09
101412,Control,Mobile,44,Bangladesh,5,2.47,12,1,0,0.0,4.0,2026-01-26
101413,Control,Desktop,43,UK,4,8.99,7,0,0,0.0,3.1,2026-03-20
101414,Control,Desktop,43,USA,5,20.78,14,0,0,0.0,3.7,2026-06-17
101415,Treatment,Mobile,19,Bangladesh,5,4.76,1,0,1,108.03,2.3,2026-04-19
101416,Treatment,Mobile,33,India,3,6.2,6,0,0,0.0,3.5,2026-04-17
101417,Control,Mobile,18,Bangladesh,1,10.74,4,0,0,0.0,2.8,2026-05-01
101418,Control,Tablet,40,Bangladesh,7,7.97,16,0,0,0.0,2.7,2026-06-08
101419,Control,Mobile,27,Bangladesh,3,1.32,9,1,0,0.0,2.6,2026-03-10
101420,Treatment,Mobile,36,Bangladesh,2,7.56,2,1,0,0.0,3.4,2026-02-13
101421,Control,Desktop,26,India,5,4.69,18,0,0,0.0,1.3,2026-06-16
101422,Treatment,Mobile,18,Bangladesh,2,4.02,4,1,0,0.0,3.3,2026-05-22
101423,Control,Mobile,39,Bangladesh,4,7.87,8,0,0,0.0,2.4,2026-05-05
101424,Control,Mobile,40,Canada,3,7.71,2,1,0,0.0,3.0,2026-04-02
101425,Treatment,Mobile,32,Bangladesh,4,21.01,6,0,1,157.66,4.0,2026-06-11
101426,Treatment,Desktop,18,India,8,8.15,15,0,0,0.0,2.8,2026-04-10
101427,Control,Mobile,38,UK,6,7.71,7,1,0,0.0,3.3,2026-05-28
101428,Treatment,Mobile,24,Bangladesh,5,3.55,12,0,0,0.0,3.1,2026-02-21
101429,Treatment,Mobile,36,Bangladesh,7,11.76,18,1,0,0.0,3.3,2026-02-16
101430,Treatment,Mobile,27,India,4,3.45,7,0,0,0.0,4.7,2026-05-22
101431,Control,Tablet,28,India,5,9.23,7,0,1,21.69,2.6,2026-05-04
101432,Treatment,Desktop,35,India,7,6.57,14,1,0,0.0,2.9,2026-05-01
101433,Control,Mobile,24,India,3,7.74,8,0,0,0.0,3.9,2026-08-06
101434,Treatment,Mobile,29,Canada,5,14.18,8,1,0,0.0,3.5,2026-08-24
101435,Control,Mobile,36,Bangladesh,2,4.77,5,0,0,0.0,3.0,2026-04-09
101436,Control,Mobile,50,USA,2,13.12,6,0,0,0.0,3.6,2026-05-19
101437,Control,Mobile,30,Bangladesh,5,12.5,11,1,0,0.0,2.4,2026-05-27
101438,Treatment,Desktop,39,Bangladesh,5,1.0,15,1,0,0.0,2.3,2026-04-26
101439,Control,Mobile,20,Bangladesh,6,13.11,12,0,0,0.0,3.7,2026-06-25
101440,Treatment,Mobile,46,Bangladesh,2,8.61,4,0,0,0.0,4.1,2026-06-26
101441,Treatment,Mobile,24,USA,3,8.54,7,0,1,56.38,2.7,2026-08-24
101442,Control,Mobile,30,Bangladesh,1,9.41,3,0,0,0.0,3.2,2026-06-22
101443,Treatment,Desktop,36,Bangladesh,7,24.05,5,1,0,0.0,3.3,2026-04-08
101444,Control,Mobile,24,Bangladesh,5,,4,0,0,0.0,3.3,2026-02-15
101445,Treatment,Mobile,41,Bangladesh,10,3.26,26,0,1,27.97,2.4,2026-04-29
101446,Control,Mobile,25,USA,7,13.45,25,0,0,0.0,2.6,2026-02-07
101447,Treatment,Desktop,38,USA,6,13.86,7,1,1,83.66,5.0,2026-03-12
101448,Treatment,Mobile,41,UK,4,4.44,8,1,0,0.0,1.8,2026-03-09
101449,Treatment,Desktop,36,India,6,7.83,15,1,1,42.62,2.6,2026-02-14
101450,Treatment,Mobile,37,India,7,2.69,13,1,0,0.0,2.6,2026-02-01
101451,Control,Desktop,54,Bangladesh,6,6.28,12,0,0,0.0,3.6,2026-01-19
101452,Treatment,Desktop,35,India,2,3.35,4,1,0,0.0,3.0,2026-02-25
101453,Treatment,Mobile,32,Bangladesh,5,13.87,9,0,0,0.0,2.0,2026-01-17
101454,Treatment,Desktop,34,Canada,5,11.51,12,1,0,0.0,3.6,2026-08-08
101455,Control,Desktop,42,Canada,4,3.41,14,0,1,30.68,4.2,2026-03-24
101456,Treatment,Mobile,52,UK,6,18.86,11,1,1,13.9,4.1,2026-07-20
101457,Treatment,Mobile,30,Bangladesh,5,6.22,9,0,0,0.0,4.2,2026-01-08
101458,Treatment,Desktop,23,Bangladesh,5,25.33,8,1,1,27.95,3.6,2026-04-08
101459,Control,Desktop,41,UK,4,5.95,2,1,0,0.0,3.9,2026-03-02
101460,Treatment,Desktop,19,USA,6,5.22,9,1,1,27.86,4.8,2026-01-08
101461,Control,Desktop,33,USA,7,3.09,17,1,1,24.6,3.3,2026-01-08
101462,Treatment,Desktop,34,Bangladesh,3,11.18,5,1,0,0.0,3.8,2026-03-01
101463,Control,Desktop,30,UK,6,11.49,12,1,0,0.0,2.6,2026-07-04
101464,Treatment,Mobile,31,India,4,11.28,4,1,0,0.0,2.2,2026-02-12
101465,Treatment,Mobile,18,Bangladesh,6,16.36,10,1,1,72.92,4.4,2026-01-28
101466,Control,Desktop,23,UK,8,1.08,21,1,1,91.29,3.4,2026-05-12
101467,Treatment,Mobile,39,Bangladesh,4,6.96,4,0,1,73.05,3.4,2026-07-03
101468,Control,Mobile,18,India,6,6.11,13,0,0,0.0,3.8,2026-08-09
101469,Treatment,Desktop,30,India,6,15.65,8,1,1,179.17,3.8,2026-07-07
101470,Treatment,Mobile,28,India,5,9.11,9,0,0,0.0,3.4,2026-01-03
101471,Treatment,Mobile,18,Bangladesh,7,3.77,14,0,1,49.06,3.9,2026-04-18
101472,Treatment,Mobile,46,India,3,11.62,7,0,0,0.0,4.4,2026-03-03
101473,Treatment,Desktop,22,India,10,14.64,22,1,0,0.0,3.4,2026-03-25
101474,Control,Tablet,36,India,3,21.24,11,1,0,0.0,2.2,2026-02-11
101475,Control,Mobile,27,UK,10,4.69,32,1,0,0.0,3.1,2026-04-23
101476,Treatment,Mobile,23,Bangladesh,5,6.24,10,1,0,0.0,2.3,2026-02-25
101477,Treatment,Mobile,29,UK,5,1.87,9,1,0,0.0,3.5,2026-05-29
101478,Treatment,Mobile,28,Bangladesh,14,4.71,14,1,1,40.98,4.6,2026-03-27
101479,Treatment,Mobile,29,India,4,16.36,14,1,0,0.0,3.1,2026-06-08
101480,Control,Mobile,24,Bangladesh,5,7.29,15,0,0,0.0,5.0,2026-05-02
101481,Treatment,Mobile,22,Bangladesh,7,7.81,14,1,0,0.0,3.4,2026-06-30
101482,Control,Mobile,40,USA,5,4.79,13,0,1,33.73,3.6,2026-08-25
101483,Treatment,Mobile,31,Bangladesh,5,6.71,15,0,0,0.0,2.8,2026-03-03
101484,Control,Desktop,30,Canada,6,5.33,20,1,0,0.0,2.6,2026-07-19
101485,Control,Desktop,23,Bangladesh,5,11.5,9,1,0,0.0,3.2,2026-04-14
101486,Control,Tablet,45,UK,8,4.54,11,0,0,0.0,3.7,2026-07-08
101487,Control,Mobile,30,India,5,2.43,14,1,0,0.0,4.0,2026-08-10
101488,Treatment,Mobile,18,India,4,9.23,11,0,0,0.0,2.9,2026-03-23
101489,Control,Desktop,33,Bangladesh,2,6.06,5,1,1,46.52,4.3,2026-07-11
101490,Control,Mobile,24,Bangladesh,4,8.65,8,1,0,0.0,3.8,2026-03-05
101491,Control,Desktop,39,Bangladesh,11,14.82,23,0,0,0.0,3.0,2026-03-07
101492,Control,Desktop,40,India,4,21.25,13,1,0,0.0,4.5,2026-07-01
101493,Control,Desktop,39,India,6,2.16,16,1,0,0.0,4.0,2026-04-27
101494,Control,Tablet,27,USA,4,8.02,3,0,0,0.0,3.5,2026-03-18
101495,Treatment,Desktop,30,UK,4,11.17,10,1,0,0.0,2.3,2026-03-30
101496,Treatment,Desktop,33,India,4,10.53,7,0,0,0.0,2.1,2026-05-20
101497,Treatment,Mobile,39,Bangladesh,7,3.23,17,0,0,0.0,3.8,2026-01-28
101498,Control,Tablet,22,,4,4.4,10,0,1,17.43,2.9,2026-06-25
101499,Control,Mobile,32,UK,6,6.08,7,1,0,0.0,3.3,2026-03-27
101500,Treatment,Desktop,48,Bangladesh,5,3.66,7,0,0,0.0,3.6,2026-08-30
101501,Treatment,Mobile,26,India,5,3.32,10,1,1,26.75,2.8,2026-03-15
101502,Control,Mobile,31,Bangladesh,5,5.7,17,1,1,33.76,3.5,2026-04-05
101503,Control,Desktop,55,Bangladesh,5,21.9,6,1,0,0.0,4.0,2026-05-22
101504,Control,Mobile,29,India,5,5.62,13,0,0,0.0,3.4,2026-03-08
101505,Control,Desktop,18,India,6,7.53,18,1,1,178.17,3.5,2026-02-27
101506,Control,Mobile,30,India,1,2.53,1,0,0,0.0,3.2,2026-06-27
101507,Treatment,Desktop,46,India,3,9.4,7,0,0,0.0,3.3,2026-04-12
101508,Treatment,Desktop,41,Bangladesh,6,29.84,22,0,0,0.0,3.4,2026-05-01
101509,Treatment,Desktop,22,Bangladesh,4,3.2,12,0,0,0.0,3.4,2026-05-19
101510,Treatment,Mobile,35,India,10,9.66,33,0,1,16.8,2.6,2026-06-19
101511,Treatment,Mobile,29,India,4,5.29,12,1,0,0.0,3.4,2026-03-31
101512,Treatment,Desktop,38,Bangladesh,9,4.42,8,1,1,95.48,3.8,2026-03-21
101513,Treatment,Mobile,25,India,6,17.43,13,1,0,0.0,3.5,2026-07-23
101514,Control,Mobile,35,India,6,21.36,13,0,0,0.0,4.0,2026-01-22
101515,Control,Mobile,48,Bangladesh,4,8.48,10,0,0,0.0,4.5,2026-06-24
101516,Control,Mobile,18,USA,4,12.81,6,0,0,0.0,2.6,2026-03-28
101517,Treatment,Mobile,36,India,2,11.92,4,0,0,0.0,2.5,2026-08-17
101518,Treatment,Mobile,43,Bangladesh,5,7.1,14,0,1,19.37,2.5,2026-02-24
101519,Control,Mobile,18,India,6,12.52,13,0,0,0.0,3.2,2026-03-25
101520,Treatment,Desktop,25,India,4,8.7,12,1,0,0.0,3.7,2026-03-28
101521,Control,Mobile,27,Canada,9,6.25,21,0,1,33.83,3.3,2026-02-24
101522,Treatment,Tablet,24,USA,5,10.16,11,1,1,46.97,3.4,2026-07-05
101523,Control,Mobile,24,Bangladesh,6,18.41,18,0,1,58.27,3.0,2026-05-18
101524,Control,Mobile,28,Bangladesh,5,4.67,6,1,0,0.0,3.6,2026-08-07
101525,Control,Mobile,39,UK,2,17.62,6,0,0,0.0,2.4,2026-02-03
101526,Control,Mobile,44,UK,6,11.54,14,1,1,18.88,3.3,2026-06-30
101527,Control,Mobile,43,Bangladesh,5,5.47,13,0,0,0.0,2.6,2026-02-16
101528,Control,Desktop,40,Bangladesh,5,8.15,6,1,0,0.0,3.2,2026-04-01
101529,Treatment,Mobile,47,USA,4,7.67,7,0,0,0.0,1.6,2026-07-07
101530,Treatment,Desktop,49,USA,2,5.75,6,1,0,0.0,2.8,2026-02-21
101531,Control,Mobile,32,Bangladesh,4,12.23,5,1,0,0.0,3.3,2026-08-25
101532,Treatment,Mobile,44,India,4,11.53,10,1,1,48.41,3.5,2026-08-12
101533,Treatment,Mobile,35,Bangladesh,4,12.03,8,0,0,0.0,3.1,2026-04-10
101534,Control,Desktop,29,Bangladesh,4,11.21,11,0,0,0.0,3.7,2026-08-06
101535,Control,Mobile,31,Bangladesh,3,9.5,9,0,0,0.0,2.4,2026-06-21
101536,Control,Desktop,40,India,5,21.18,7,0,0,0.0,3.0,2026-08-10
101537,Control,Mobile,44,USA,5,8.22,13,1,0,0.0,3.3,2026-04-14
101538,Treatment,Mobile,36,India,5,4.12,7,0,0,0.0,3.1,2026-08-09
101539,Control,Mobile,27,Bangladesh,8,3.78,24,0,0,0.0,2.9,2026-02-23
101540,Treatment,Desktop,27,UK,6,11.52,22,0,1,103.26,3.8,2026-08-05
101541,Treatment,Desktop,18,Bangladesh,4,,6,0,1,25.44,3.9,2026-05-16
101542,Control,Mobile,34,USA,5,7.98,13,0,1,62.01,2.3,2026-04-06
101543,Treatment,Desktop,34,USA,9,17.62,17,0,1,30.05,3.9,2026-08-29
101544,Control,Mobile,22,Bangladesh,7,5.64,18,1,0,0.0,2.3,2026-01-07
101545,Treatment,Desktop,35,Bangladesh,6,2.07,12,0,0,0.0,3.7,2026-05-21
101546,Control,Desktop,35,UK,4,12.52,10,0,0,0.0,3.7,2026-02-17
101547,Treatment,Desktop,18,India,7,11.16,18,1,1,60.38,3.1,2026-06-04
101548,Treatment,Desktop,28,Bangladesh,6,7.79,19,0,0,0.0,3.2,2026-05-10
101549,Control,Mobile,44,UK,2,4.92,7,1,0,0.0,3.1,2026-08-25
101550,Treatment,Desktop,25,Bangladesh,6,11.54,8,0,0,0.0,2.8,2026-04-26
101551,Treatment,Mobile,31,Bangladesh,8,9.49,15,0,0,0.0,2.7,2026-08-10
101552,Treatment,Mobile,32,India,7,6.58,16,0,0,0.0,3.8,2026-07-15
101553,Treatment,Mobile,31,India,9,6.53,13,0,0,0.0,3.7,2026-03-06
101554,Treatment,Mobile,37,Bangladesh,3,13.48,6,0,0,0.0,3.7,2026-02-06
101555,Control,Mobile,39,Bangladesh,9,8.61,21,0,0,0.0,2.8,2026-06-13
101556,Control,Mobile,42,India,3,10.09,3,0,0,0.0,2.0,2026-04-30
101557,Treatment,Mobile,28,India,6,15.75,21,0,0,0.0,4.5,2026-08-24
101558,Control,Mobile,36,UK,5,12.57,15,1,1,35.26,3.9,2026-05-05
101559,Treatment,Desktop,39,India,5,19.99,7,0,0,0.0,2.7,2026-08-28
101560,Treatment,Mobile,30,India,8,8.39,25,1,0,0.0,2.5,2026-02-09
101561,Control,Desktop,25,Bangladesh,6,9.46,16,0,1,98.11,3.2,2026-02-18
101562,Control,Mobile,32,UK,3,8.33,5,0,0,0.0,2.9,2026-08-31
101563,Treatment,Mobile,26,Bangladesh,4,,7,1,0,0.0,4.3,2026-08-06
101564,Control,Mobile,25,India,4,3.75,5,0,0,0.0,3.8,2026-04-15
101565,Treatment,Mobile,33,UK,5,9.02,9,1,0,0.0,3.6,2026-07-17
101566,Control,Mobile,29,USA,6,7.54,16,1,0,0.0,3.0,2026-01-12
101567,Treatment,Mobile,33,India,3,7.58,6,1,0,0.0,2.7,2026-04-25
101568,Control,Mobile,18,USA,2,13.92,4,0,0,0.0,4.7,2026-02-19
101569,Treatment,Mobile,29,Canada,8,6.91,19,1,0,0.0,5.0,2026-07-01
101570,Control,Desktop,18,USA,4,11.32,11,0,1,19.56,2.8,2026-01-22
101571,Treatment,Mobile,22,India,5,8.93,11,0,0,0.0,3.3,2026-03-31
101572,Control,Mobile,30,India,6,5.98,20,1,0,0.0,3.3,2026-08-03
101573,Treatment,Desktop,42,Bangladesh,4,1.15,10,0,1,70.44,2.8,2026-04-08
101574,Treatment,Mobile,36,India,5,1.0,10,0,0,0.0,3.5,2026-06-06
101575,Control,Tablet,32,Bangladesh,4,13.29,7,0,0,0.0,2.7,2026-07-21
101576,Control,Mobile,28,Bangladesh,7,6.88,11,0,0,0.0,2.8,2026-05-11
101577,Control,Mobile,29,India,5,12.37,11,1,1,30.13,3.6,2026-01-04
101578,Treatment,Mobile,43,Bangladesh,6,10.73,13,0,0,0.0,2.9,2026-07-27
101579,Treatment,Mobile,21,Bangladesh,2,5.69,4,0,0,0.0,3.5,2026-04-02
101580,Treatment,Mobile,24,Bangladesh,3,6.86,4,0,0,0.0,2.9,2026-06-06
101581,Control,Tablet,41,Bangladesh,7,4.0,12,0,0,0.0,2.6,2026-05-10
101582,Control,Desktop,28,Bangladesh,9,14.43,15,0,0,0.0,2.7,2026-06-26
101583,Treatment,Mobile,48,Canada,5,1.12,12,1,0,0.0,1.8,2026-05-07
101584,Control,Mobile,37,USA,4,8.85,15,0,0,0.0,2.5,2026-03-31
101585,Treatment,Mobile,41,Bangladesh,4,16.73,10,0,0,0.0,4.4,2026-02-09
101586,Control,Mobile,18,Bangladesh,5,8.66,10,1,0,0.0,2.9,2026-04-15
101587,Treatment,Desktop,41,India,6,7.5,16,1,0,0.0,3.4,2026-01-02
101588,Control,Desktop,23,India,5,8.02,8,1,0,0.0,4.1,2026-08-13
101589,Control,Mobile,37,India,4,5.96,8,0,0,0.0,2.2,2026-04-06
101590,Treatment,Mobile,28,Bangladesh,6,2.74,18,0,0,0.0,3.6,2026-02-07
101591,Treatment,Mobile,33,Bangladesh,4,21.11,13,0,0,0.0,3.4,2026-07-21
101592,Treatment,Mobile,21,Bangladesh,5,2.94,13,0,1,35.57,2.8,2026-03-18
101593,Control,Mobile,18,India,9,3.81,8,1,1,14.82,3.7,2026-06-12
101594,Control,Mobile,32,USA,2,4.37,4,0,0,0.0,1.9,2026-01-07
101595,Treatment,Desktop,28,UK,4,9.53,5,1,0,0.0,2.9,2026-07-11
101596,Treatment,Desktop,23,Bangladesh,3,25.46,7,1,0,0.0,3.1,2026-08-26
101597,Control,Desktop,18,USA,2,2.26,4,0,1,68.16,3.2,2026-08-21
101598,Control,Tablet,18,Canada,4,13.99,10,0,0,0.0,3.2,2026-06-18
101599,Control,Tablet,36,USA,2,4.88,5,0,0,0.0,3.6,2026-02-25
101600,Treatment,Desktop,29,USA,3,14.65,9,1,0,0.0,4.3,2026-01-18
101601,Control,Tablet,26,UK,3,5.03,8,0,0,0.0,3.9,2026-02-01
101602,Control,Desktop,33,Bangladesh,5,13.79,15,0,0,0.0,3.4,2026-03-25
101603,Control,Desktop,40,Bangladesh,6,14.13,9,1,0,0.0,3.2,2026-07-31
101604,Control,Mobile,33,Canada,6,13.26,9,1,1,33.35,4.2,2026-05-19
101605,Control,Mobile,27,India,4,11.1,7,1,0,0.0,2.8,2026-06-24
101606,Treatment,Desktop,50,USA,5,12.76,5,0,0,0.0,3.4,2026-03-06
101607,Control,Mobile,25,USA,6,9.22,12,1,0,0.0,4.4,2026-05-04
101608,Treatment,Desktop,18,Bangladesh,7,7.08,11,0,0,0.0,3.4,2026-08-28
101609,Control,Mobile,32,India,3,6.82,8,0,0,0.0,3.0,2026-05-16
101610,Treatment,Mobile,29,India,8,7.66,13,1,0,0.0,2.7,2026-03-01
101611,Treatment,Desktop,40,Bangladesh,4,2.25,8,0,0,0.0,3.2,2026-03-17
101612,Treatment,Desktop,26,Bangladesh,6,6.23,12,1,0,0.0,3.3,2026-02-01
101613,Treatment,Mobile,30,India,6,12.83,18,0,0,0.0,3.8,2026-08-22
101614,Control,Desktop,23,Bangladesh,5,5.53,4,1,1,42.81,3.2,2026-03-11
101615,Control,Desktop,38,Bangladesh,7,3.42,17,1,0,0.0,5.0,2026-08-31
101616,Treatment,Mobile,32,Bangladesh,5,11.9,14,0,0,0.0,2.8,2026-05-27
101617,Treatment,Mobile,29,USA,4,16.23,10,1,0,0.0,,2026-04-05
101618,Treatment,Mobile,30,UK,5,16.84,10,1,0,0.0,4.5,2026-01-26
101619,Treatment,Mobile,31,India,4,4.83,10,0,0,0.0,2.4,2026-08-20
101620,Treatment,Mobile,18,Bangladesh,2,13.33,4,0,0,0.0,2.5,2026-08-26
101621,Control,Mobile,41,Canada,5,2.45,9,0,0,0.0,3.4,2026-04-03
101622,Control,Mobile,41,Bangladesh,5,15.23,10,0,0,0.0,3.5,2026-04-09
101623,Treatment,Desktop,31,Bangladesh,4,7.1,8,1,0,0.0,3.8,2026-07-03
101624,Treatment,Mobile,30,Bangladesh,5,22.78,6,0,0,0.0,2.7,2026-07-19
101625,Control,Desktop,22,Bangladesh,2,5.99,4,1,0,0.0,3.4,2026-08-15
101626,Treatment,Mobile,47,Bangladesh,9,12.55,18,1,1,49.78,3.4,2026-01-17
101627,Control,Desktop,44,Bangladesh,5,4.81,9,0,0,0.0,3.8,2026-07-23
101628,Treatment,Desktop,35,Bangladesh,5,11.02,9,0,0,0.0,1.6,2026-03-08
101629,Control,Mobile,38,India,5,12.41,7,0,0,0.0,3.2,2026-08-21
101630,Control,Desktop,42,Bangladesh,5,7.02,10,1,0,0.0,2.9,2026-07-15
101631,Treatment,Desktop,40,India,5,4.0,11,0,0,0.0,3.1,2026-03-29
101632,Control,Desktop,23,India,4,13.3,10,0,0,0.0,3.0,2026-06-02
101633,Treatment,Desktop,28,Bangladesh,3,2.23,7,1,1,35.2,3.7,2026-06-17
101634,Treatment,Mobile,35,USA,4,2.07,4,1,0,0.0,3.4,2026-02-09
101635,Treatment,Mobile,33,India,5,6.65,10,1,0,0.0,3.8,2026-02-09
101636,Control,Mobile,38,Bangladesh,6,9.5,14,1,0,0.0,2.8,2026-06-29
101637,Control,Mobile,37,Bangladesh,5,12.36,14,1,1,24.59,3.2,2026-03-07
101638,Control,Mobile,33,USA,6,3.69,9,1,0,0.0,2.3,2026-05-21
101639,Treatment,Desktop,18,USA,6,16.98,19,0,0,0.0,3.0,2026-05-01
101640,Treatment,Mobile,42,India,3,5.26,5,0,0,0.0,2.7,2026-06-03
101641,Treatment,Tablet,39,Bangladesh,6,13.15,13,1,0,0.0,3.2,2026-07-26
101642,Treatment,Mobile,50,India,3,4.31,8,0,0,0.0,3.7,2026-02-24
101643,Treatment,Mobile,27,India,3,5.26,5,1,0,0.0,3.4,2026-05-08
101644,Treatment,Mobile,18,UK,5,8.2,15,0,0,0.0,3.0,2026-08-27
101645,Control,Mobile,29,India,2,3.76,2,0,0,0.0,2.6,2026-05-26
101646,Treatment,Tablet,35,Bangladesh,3,6.44,10,0,0,0.0,3.4,2026-08-15
101647,Control,Desktop,27,Bangladesh,6,6.4,12,1,0,0.0,3.1,2026-02-07
101648,Treatment,Mobile,43,Bangladesh,7,4.38,6,0,0,0.0,3.1,2026-05-08
101649,Treatment,Tablet,25,India,5,11.83,8,1,0,0.0,2.9,2026-05-08
101650,Treatment,Desktop,30,Bangladesh,5,4.11,7,1,0,0.0,3.4,2026-04-03
101651,Control,Mobile,29,India,8,16.13,20,1,0,0.0,3.7,2026-01-19
101652,Control,Desktop,56,India,8,7.28,11,1,1,33.8,2.8,2026-06-26
101653,Control,Desktop,23,Bangladesh,3,2.72,5,1,0,0.0,3.5,2026-05-29
101654,Control,Mobile,36,India,5,4.51,15,1,0,0.0,3.5,2026-03-15
101655,Control,Desktop,20,India,5,8.26,10,0,0,0.0,4.7,2026-01-16
101656,Treatment,Mobile,34,Bangladesh,6,3.75,15,1,0,0.0,2.9,2026-07-23
101657,Treatment,Mobile,22,UK,3,7.02,10,0,0,0.0,3.5,2026-07-29
101658,Control,Mobile,41,India,4,11.08,8,0,1,40.95,3.6,2026-05-07
101659,Control,Tablet,39,Bangladesh,5,8.63,11,0,0,0.0,3.6,2026-02-21
101660,Control,Desktop,33,USA,8,12.0,16,1,0,0.0,3.1,2026-08-02
101661,Treatment,Mobile,18,USA,3,6.2,5,0,0,0.0,2.7,2026-05-25
101662,Treatment,Mobile,31,USA,6,2.58,8,0,0,0.0,2.5,2026-02-11
101663,Treatment,Mobile,28,India,7,4.32,15,0,0,0.0,2.8,2026-05-17
101664,Control,Desktop,38,Bangladesh,5,5.41,16,1,1,10.0,3.6,2026-01-06
101665,Treatment,Mobile,23,Bangladesh,2,13.91,6,1,0,0.0,3.3,2026-07-10
101666,Treatment,Desktop,41,India,10,9.93,22,1,0,0.0,3.3,2026-05-09
101667,Control,Tablet,40,Bangladesh,5,6.7,6,0,0,0.0,3.2,2026-08-28
101668,Treatment,Desktop,19,USA,4,9.68,10,0,0,0.0,3.0,2026-02-09
101669,Control,Mobile,29,Bangladesh,5,4.17,12,1,1,45.97,3.7,2026-07-22
101670,Treatment,Mobile,31,India,3,1.62,8,0,0,0.0,3.5,2026-02-28
101671,Control,Mobile,40,India,3,3.8,7,0,1,19.07,3.3,2026-06-18
101672,Treatment,Mobile,25,India,2,5.2,6,0,0,0.0,4.1,2026-07-28
101673,Treatment,Desktop,33,USA,4,2.54,10,0,0,0.0,2.9,2026-08-23
101674,Treatment,Mobile,41,India,7,4.39,12,1,1,33.44,4.1,2026-02-25
101675,Treatment,Mobile,33,Bangladesh,5,25.91,11,1,0,0.0,4.7,2026-06-18
101676,Control,Desktop,18,Bangladesh,5,8.32,7,1,0,0.0,3.4,2026-04-04
101677,Control,Mobile,27,UK,2,11.32,4,0,0,0.0,3.4,2026-01-08
101678,Control,Mobile,39,UK,3,1.0,4,1,1,90.36,2.9,2026-03-22
101679,Control,Desktop,38,Bangladesh,6,1.85,9,1,0,0.0,3.9,2026-03-30
